StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q4_4_TEXT,Q5,Q5_3_TEXT,Q6,Q10,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,Q17,Q18,Q19,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q21,Q22,Q23,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q25,Q26,Q27,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q29,Q30,Q31,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33,Q34,Q35,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q38,Q39,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q41,Q42,Q43,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q45,Q46,Q47,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,Q49,Q50,Q51,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,Q53,Q54,Q55,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,Q57,Q58,Q59,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q61,Q62,Q63,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q65,Q66,Q67,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q69,Q70,Q71,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q73,Q74,Q75,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77,Q78,Q79,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q81,Q82,Q83,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,Q85,Q86,Q87,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q89,Q91,Q92,Q92_1_TEXT,Q93,Q94,Q96,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q111
2019-10-30 11:03:56,2019-10-30 11:04:51,IP Address,84.104.185.109,12,55,False,2019-10-30 15:05:36,R_271LF10JbpxoROt,,,,,,,anonymous,EN,Yes,BOIRBR16,,,,,,,20455,8.082,10.014,15.827,4,I got it right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-30 15:29:27,2019-10-30 15:45:16,IP Address,81.204.137.248,100,949,True,2019-10-30 15:45:16,R_xeVxzl4TFkzkFsB,,,,,51.6656951904296875,5.635101318359375,anonymous,EN,No,,Please write your answer below:,22,Female,,No,Audrey Hepburn,52139,1.645,23.596,29.775,3,I got it right,Stephen Hawking,50908,3.672,81.232,88.131,2,I did not recognise the person,Geert Wilders,102096,2.285,2.285,15.662,1,I did not recognise the person,Andy Warhall,864,3.176,3.176,16.412,1,I got it right,Kirsten Steward,2629332,1.81,1.81,11.649,1,I got it right,Jessie J,29427669,1.723,1.723,7.891,1,I got it right,,102994,3.005,3.005,4.765,1,I did not recognise the person,,20979,0,0,4.161,0,I did not recognise the person,,6050453,0,0,3.741,0,I did not recognise the person,Maria Carry,19499,1.756,1.756,28.184,1,I got it right,,3002912,0,0,2.419,0,I did not recognise the person,,413257,0,0,2.593,0,I did not recognise the person,,14084208,0,0,4.298,0,I did not recognise the person,,21194008,0,0,3.659,0,I did not recognise the person,Johnny Depp,71870,1.196,1.196,9.064,1,I got it right,Messi,2150841,1.628,1.628,7.891,1,I got it right,Nicole Scheizinger,6803715,3.153,3.153,18.946,1,I got it right,Michael Jackson,14995351,2.142,2.142,16.373,1,I got it right,,159966,3.696,3.696,15.762,1,I did not recognise the person,Miley Cyrus,8135890,1.322,1.322,14.717,1,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,"17,5",Humanities,Netherlands,REHASI01,Yes,up to 1 year,IM_6ro6G3R8qpOI1b7,Good,Quite good,Quite good,6-7.5 hours,Quite good,<1 glasses,No,Yes,No,
2019-10-30 11:59:46,2019-10-30 12:00:13,IP Address,145.133.28.182,5,26,False,2019-10-30 16:00:20,R_1M06Y8mKZr8mzKB,,,,,,,anonymous,EN,No,,Please write your answer below:,23,Female,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-30 14:36:27,2019-10-30 14:36:34,IP Address,145.15.244.50,1,6,False,2019-10-30 18:37:04,R_2Pp2b0JUjR3yCMl,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-30 15:28:10,2019-10-30 15:29:28,IP Address,81.204.137.248,6,78,False,2019-10-30 19:29:29,R_eSdMZMocsZudUf7,,,,,,,anonymous,EN,No,,Please write your answer below:,22,Female,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31 03:49:42,2019-10-31 03:57:05,IP Address,137.56.3.213,100,443,True,2019-10-31 03:57:06,R_31TtYbcL0MniCrZ,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,BOIRBR16,,,,,,Selena Gomez,6844407,1.418,5.531,10.189,2,I got it right,Susan boyle,22378444,1.546,1.546,5.841,1,I got it right,,8716,0,0,2.134,0,I did not recognise the person,Keanu reeves,16603,1.006,1.438,4.958,2,I got it right,,60070,0,0,2.982,0,I did not recognise the person,Barack obama,534366,2.812,2.812,8.432,1,I got it right,Zac efron,16705483,0.9,4.395,6.832,2,I got it right,Diego maradona,8485,0.839,9.525,9.8,3,I got it right,Ji sung park,628232,22.068,32.447,34.803,2,I got it right,Dave grohl,8099,5.526,11.187,14.863,2,I got it right,,183387,0,0,1.401,0,I did not recognise the person,,1769827,0,0,3.452,0,"I recognised the person, but I could not remember their name",Marilyn manson,650426,2.469,4.648,8.379,2,I got it right,Brad pitt,44849,1.081,1.893,4.555,2,I got it right,,4408,0,0,1.325,0,I did not recognise the person,Johnny depp,71870,0.852,0.852,3.727,1,I got it right,,52139,2.84,2.84,3.244,1,I did not recognise the person,Saddam hussein,29490,6.286,12.286,16.189,2,I got it right,Angelina jolie,5792809,1.011,1.011,4.468,1,I got it right,Kurt cobain,16707,4.288,4.288,7.033,1,I got it right,High School,Please write your answer below:,14,Humanities,Netherlands,,Yes,up to 1 year,IM_6ro6G3R8qpOI1b7,Good,Good,Quite good,6-7.5 hours,Quite good,<1 glasses,No,No,,
2019-10-31 04:01:55,2019-10-31 04:09:45,IP Address,137.56.25.61,100,469,True,2019-10-31 04:09:46,R_4MILpV1QqaMxakF,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,22,Female,,No,Will Smith,154698,1.874,1.874,4.834,1,I got it right,David Guetta,2808834,1.914,2.618,5.768,2,I got it right,,28753159,3.373,3.373,9.319,1,"I recognised the person, but I could not remember their name",,162617,0,0,4.226,0,I did not recognise the person,,82061,0,0,3.384,0,"I recognised the person, but I could not remember their name",,2188443,0,0,3.139,0,I did not recognise the person,,105022,0,0,3.836,0,I did not recognise the person,,204352,0,0,4.449,0,"I recognised the person, but I could not remember their name",,5993647,0,0,2.492,0,I did not recognise the person,,53494,0,0,2.351,0,I did not recognise the person,"Elisabeth ",12153654,1.44,1.44,10.391,1,"I got it wrong, but the correct name was “on the tip of my tongue”",Rondald Dhall,262376,5.934,5.934,11.883,1,"I recognised the person, but I could not remember their name",Jaz Z?,651006,2.896,7.621,7.887,2,I did not recognise the person,,2964059,0,0,2.577,0,I did not recognise the person,Orlando Bloom,71870,1.62,1.62,12.577,1,"I recognised the person, but I could not remember their name",,4764846,0,0,1.536,0,I did not recognise the person,,20584,0,0,4.356,0,I did not recognise the person,,85406,0,0,1.679,0,I did not recognise the person,,20647767,0,0,2.13,0,"I recognised the person, but I could not remember their name",,153557,0,0,1.349,0,I did not recognise the person,Associate's and/or Bachelor's degree,Please write your answer below:,4,Humanities,Netherlands,EVRIMA06,No,,IM_6ro6G3R8qpOI1b7,Adequate,Quite good,Quite poor,6-7.5 hours,Good,<1 glasses,No,No,,
2019-10-31 05:07:24,2019-10-31 05:15:38,IP Address,137.56.6.245,100,494,True,2019-10-31 05:15:38,R_qJegt40dEylOxVf,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,23,Female,,No,Bruce Lee,37313,1.659,1.659,5.053,1,I got it right,Nicole Kidman,21504,1.559,1.559,7.279,1,I got it right,,151210,0,0,0.004,0,I did not recognise the person,will.i.am,1982061,1.308,1.308,5.437,1,I got it right,Paige the witch,448832,18.514,18.514,30.389,1,"I recognised the person, but I could not remember their name",Martin Luther King Jr,20076,1.411,1.411,7.429,1,I got it right,Bob Dylan,4637590,2.515,2.515,4.983,1,I got it right,Elton John,5052197,1.287,1.287,4.233,1,I got it right,Freddie Mercury,42068,1.704,2.295,6.395,2,I got it right,Paris Hilton,11217925,1.213,1.213,3.941,1,I got it right,Hugo Chavez,29490,3.605,3.605,13.403,1,I did not recognise the person,,1297124,0,0,3.621,0,I did not recognise the person,Hilary Duff,9287211,1.578,1.578,12.872,1,I got it right,,1535727,0,0,2.384,0,I did not recognise the person,,68904,0,0,1.642,0,I did not recognise the person,,315777,0,0,4.245,0,I did not recognise the person,Shia LeBouf,1353497,1.141,1.141,6.836,1,I got it right,Jake Gyllenhal,508396,1.81,1.81,5.92,1,I got it right,Mila Kunis,400738,1.014,1.014,6.034,1,I got it right,,2424743,0,0,2.093,0,I did not recognise the person,Associate's and/or Bachelor's degree,Please write your answer below:,15,Other,Netherlands,NUPACA29,No,,IM_eEBneNX4zdufHeZ,Good,Good,Adequate,6-7.5 hours,Good,<1 glasses,No,No,,
2019-10-31 05:42:41,2019-10-31 05:51:11,IP Address,194.171.231.197,100,509,True,2019-10-31 05:51:11,R_VR2h0ioRuwxs40x,,,,,51.558502197265625,5.05389404296875,anonymous,EN,No,,Please write your answer below:,19,Female,,No,Jackie Chan,144936,1.249,1.249,4.461,1,I got it right,No clue,1792975,1.341,1.341,5.294,1,I did not recognise the person,Britney Spears,3382,1.099,1.099,5.631,1,I got it right,"No clue ",17173785,1.461,1.461,5.241,1,I did not recognise the person,No clue,53029,1.18,1.18,4.153,1,I did not recognise the person,No clue,15622,1.119,5.683,7.717,2,I did not recognise the person,Jessica Bill,29455,0.961,2.125,5.894,2,"I recognised the person, but I could not remember their name",No clue,1806,1.365,1.365,4.902,1,I did not recognise the person,Michael Jackson,14995351,0.943,0.943,5.501,1,I got it right,Will Smith,325191,3.042,3.042,7.27,1,I did not recognise the person,Arnold Schwarzenegger,2575,1.139,1.139,10.7,1,I did not recognise the person,Selena Gomez,6844407,0.879,0.879,4.759,1,I got it right,Angelina Jolie,5792809,1.025,9.546,9.982,2,I got it right,N o clue,2539269,1.109,1.109,4.165,1,I did not recognise the person,No clue,38828,0.968,0.968,3.601,1,I did not recognise the person,Martin Luther King,20076,1.277,1.277,6.601,1,I got it right,?,1297124,1.103,3.174,4.241,2,I did not recognise the person,Miley Cyrus,8135890,0.933,4.954,5.456,2,I got it right,Lady from Scream Queens,68378,0.997,11.308,12.171,2,"I recognised the person, but I could not remember their name",Tyga,524577,1.065,3.974,5.38,2,I did not recognise the person,High School,Please write your answer below:,14,Humanities,Netherlands,HOHANI15,No,,IM_eEBneNX4zdufHeZ,Adequate,Quite poor,Adequate,6-7.5 hours,Adequate,<1 glasses,Prefer not to say,No,,"The colours look quite racist, if I am honest. Maybe more skin tones? Look at Rihanna's Fenti collection!"
2019-10-31 05:52:50,2019-10-31 06:04:50,IP Address,84.24.154.84,100,720,True,2019-10-31 06:04:51,R_3PMkBpqrqOdfhBa,,,,,51.5648040771484375,5.0782012939453125,anonymous,EN,No,,Please write your answer below:,22,Female,,No,Ben Stiller,42068,66.868,66.868,69.205,1,I did not recognise the person,,64673,2.893,2.893,7.638,1,I did not recognise the person,,23006,0,0,2.748,0,I did not recognise the person,Taylor Swift,5422144,1.368,1.368,4.14,1,I got it right,Angelina Jolie,5792809,1.139,1.139,4.554,1,I got it right,Roger Federer,262376,1.486,1.486,6.602,1,I got it right,,187807,0,0,3.248,0,I did not recognise the person,,9288,0,0,4.191,0,"I recognised the person, but I could not remember their name",,1091334,0,0,2.06,0,I did not recognise the person,,53494,0,0,1.957,0,I did not recognise the person,Tyra Banks,236613,1.357,23.146,27.555,2,I got it right,,10672,0,0,3.378,0,I did not recognise the person,Lady Gaga,17782843,1.393,1.393,9.883,1,I got it right,Kim Kardashian,19394613,1.299,1.299,8.681,1,I got it right,,277721,0,0,2.125,0,I did not recognise the person,Lil Wayne,168540,30.844,30.844,33.5,1,I got it right,,2146365,0,0,22.943,0,"I recognised the person, but I could not remember their name",,2798963,0,0,3.532,0,I did not recognise the person,Barack Obama,534366,7.518,7.518,10.633,1,I got it right,50 Cent,148328,4.484,4.484,7.259,1,"I recognised the person, but I could not remember their name",Associate's and/or Bachelor's degree,Please write your answer below:,18,Humanities,Netherlands,MIANTH09,No,,IM_6ro6G3R8qpOI1b7,Good,Good,Adequate,6-7.5 hours,Quite good,<1 glasses,No,No,,
2019-10-31 06:08:12,2019-10-31 06:20:43,IP Address,84.31.226.156,100,750,True,2019-10-31 06:20:43,R_3Hvlw8xRmYwuSes,,,,,51.56719970703125,5.0930023193359375,anonymous,EN,No,,Please write your answer below:,20,Male,,No,Julia Roberts,5792809,4.511,5.427,11.614,2,"I recognised the person, but I could not remember their name",,800594,0,0,17.551,0,I did not recognise the person,Mike Pence,13076,5.397,5.397,9.461,1,I did not recognise the person,Kennedy,21131695,6.382,6.382,9.442,1,I got it right,50 cent,192481,5.362,5.362,8.958,1,I got it right,,20596343,0,0,6.781,0,I did not recognise the person,Miley Cyrus,8135890,2.759,6.983,8.701,2,I got it right,,7176557,2.075,2.075,2.388,1,I did not recognise the person,,8490390,7.342,7.342,11.288,1,I did not recognise the person,Turing,161466,4.079,4.079,9.875,1,"I recognised the person, but I could not remember their name",NIckey Minaj,22570683,4.021,4.021,9.091,1,I got it right,Brock Lesner,303225,12.696,12.696,18.321,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,6844407,0,0,9.251,0,"I recognised the person, but I could not remember their name",,177840,0,0,2.624,0,I did not recognise the person,dre,162870,9.256,11.144,11.405,2,"I got it wrong, but the correct name was “on the tip of my tongue”",Arnold Schwarzeneger,1806,9.652,9.652,16.876,1,I got it right,0`neil,20455,5.219,12.147,12.437,3,I did not recognise the person,Kanie West,523032,2.979,2.979,7.972,1,I got it right,,26940,0,0,7.54,0,"I recognised the person, but I could not remember their name",,6803715,0,0,2.449,0,"I recognised the person, but I could not remember their name",High School,Please write your answer below:,12,Science and Technology,Netherlands,rosenvladev99@gmail.com,No,,IM_6ro6G3R8qpOI1b7,Quite good,Good,Good,8-9.5 hours,Quite good,<1 glasses,No,No,,Id suggest more people form the music and perhaps sports industry
2019-10-31 06:25:48,2019-10-31 06:29:50,IP Address,145.136.152.199,100,242,True,2019-10-31 06:29:51,R_3lXjVLC6IuDUZtM,,,,,52.0937957763671875,5.1190948486328125,anonymous,EN,No,,Please write your answer below:,23,Male,,No,Selena gomez,6844407,1.916,1.916,3.45,1,I got it right,famke jansen,555623,1.703,1.703,3.819,1,I got it right,mat damon,71870,1.774,1.774,3.649,1,"I recognised the person, but I could not remember their name",,8490390,0,0,1.796,0,"I recognised the person, but I could not remember their name",,15852,0,0,1.079,0,"I recognised the person, but I could not remember their name",michael jackson,14995351,2.517,2.517,4.512,1,I got it right,,15622,1.447,1.447,1.648,1,"I recognised the person, but I could not remember their name",,40676,1.687,1.687,1.756,1,I did not recognise the person,juan mata,7999675,1.662,1.662,3.548,1,I got it right,miley cyrus,8135890,1.499,1.499,7.019,1,I got it right,,44219,1.477,1.477,2.452,1,I got it right,,24424228,0,0,1.414,0,"I recognised the person, but I could not remember their name",usain bolt,4764846,1.612,1.612,2.826,1,I got it right,,916099,0,0,1.425,0,"I recognised the person, but I could not remember their name",jackie chan,144936,1.867,1.867,4.264,1,I got it right,,649484,0,0,1.321,0,I did not recognise the person,,17173785,1.432,1.432,1.571,1,I did not recognise the person,jjustien bieber,23680998,1.525,1.525,4.157,1,I got it right,,17782843,0,0,1.189,0,"I got it wrong, but the correct name was “on the tip of my tongue”",,276348,0,0,1.06,0,I did not recognise the person,Associate's and/or Bachelor's degree,Please write your answer below:,18,Other,Netherlands,,No,,Prefer not to say,Good,Good,Good,8-9.5 hours,Good,<1 glasses,No,No,,
2019-10-31 07:25:26,2019-10-31 07:40:22,IP Address,137.56.95.190,100,895,True,2019-10-31 07:40:23,R_wRV3oucaHcIYHvj,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,21,Female,,No,,52139,0,0,6.42,0,"I recognised the person, but I could not remember their name",,15992,0,0,14.398,0,I did not recognise the person,,244932,2.477,2.477,16.858,1,I did not recognise the person,Katherine,158448,1.849,1.849,19.011,1,"I recognised the person, but I could not remember their name",,45967,2.201,2.201,7.726,1,I did not recognise the person,,11061022,2.506,2.506,27.599,1,"I recognised the person, but I could not remember their name",,1563002,1.412,1.412,29.172,1,"I recognised the person, but I could not remember their name",,27611,0,0,3.812,0,I did not recognise the person,Neil Armstrong,21247,1.768,1.768,11.727,1,I got it right,,14279,1.676,1.676,4.979,1,I did not recognise the person,,42357,0,0,5.867,0,I did not recognise the person,,2798963,3.494,3.494,4.149,1,I did not recognise the person,,55964,0,0,4.007,0,I did not recognise the person,Billy Ray Cyrus,169602,1.699,1.699,6.953,1,I got it right,John Lennon,20076,1.377,1.377,18.928,1,"I recognised the person, but I could not remember their name",,16027,0,0,4.568,0,"I recognised the person, but I could not remember their name",,15587,6.429,6.429,6.859,1,I did not recognise the person,,2808834,0,0,3.865,0,"I recognised the person, but I could not remember their name",,30029,0,0,2.061,0,I did not recognise the person,,20455,0,0,3.95,0,I did not recognise the person,Associate's and/or Bachelor's degree,Please write your answer below:,17,Humanities,Netherlands,mayvei6,No,,IM_6ro6G3R8qpOI1b7,Quite good,Adequate,Good,6-7.5 hours,Quite good,,No,No,,
2019-10-31 08:13:05,2019-10-31 08:24:20,IP Address,137.56.26.244,100,674,True,2019-10-31 08:24:21,R_z2c9bIpcLwUduJH,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,23,Female,,No,No clue,23805,5.7,5.7,11.778,1,I did not recognise the person,Jennifer Lopez,16175,2.564,2.564,9.826,1,I got it right,No clue,146638,2.49,2.49,8.453,1,I did not recognise the person,Taylor Swift,5422144,1.364,1.364,6.846,1,I got it right,Katy Perry,16477368,2.366,2.366,8.338,1,I got it right,"An actress, no idea of the name",159370,2.72,2.72,17.679,1,"I recognised the person, but I could not remember their name",no clue,189930,1.935,1.935,5.529,1,I did not recognise the person,Do not remember name,9726633,6.11,6.11,14.703,1,"I recognised the person, but I could not remember their name",Don´t know,462070,3.47,3.47,9.875,1,I did not recognise the person,Don´t know,1353497,2.906,2.906,8.906,1,I did not recognise the person,Lana Del Rey,33209238,2.184,2.184,22.132,1,I got it right,"Model, don´t remember name",11538573,2.125,2.125,12.139,1,"I recognised the person, but I could not remember their name","Soccer player, don´t remeber his name",1303679,1.962,1.962,13.682,1,"I recognised the person, but I could not remember their name",don´t know,26940,2.06,2.06,5.487,1,I did not recognise the person,Robert Pattinson,24041298,1.466,1.466,20.847,1,I got it right,"Actress, name is on tip of my tongue",20913924,2.023,2.023,27.084,1,"I got it wrong, but the correct name was “on the tip of my tongue”",no clue,208160,1.933,4.678,5.61,2,I did not recognise the person,"Actor, don´t remember name",1792975,2.671,2.671,14.293,1,"I recognised the person, but I could not remember their name",don,745856,5.247,5.247,7.292,1,"I recognised the person, but I could not remember their name",no clue,276348,2.377,2.377,5.525,1,I did not recognise the person,Associate's and/or Bachelor's degree,Please write your answer below:,4 years,Humanities,Netherlands,BEMOWE20,No,,IM_b91AVV97H2Pr9m5,Good,Good,Good,6-7.5 hours,Quite good,1-2.5 glasses,No,No,,
2019-10-31 03:52:36,2019-10-31 04:24:59,IP Address,137.56.5.154,2,1942,False,2019-10-31 08:25:07,R_3gSYNwBQSHRlZ4j,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31 08:27:27,2019-10-31 08:34:21,IP Address,137.56.26.244,100,414,True,2019-10-31 08:34:22,R_wMfhis0aRrgEB8Z,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,BEMOWE20,,,,,,Leonardo DiCaprio,52711,1.895,1.895,10.768,1,I got it right,Justin Bieber,23680998,1.723,1.723,7.748,1,I got it right,Taylor Swift,5422144,1.85,1.85,6.202,1,I got it right,Emma Watson,149243,1.286,1.286,8.391,1,I got it right,,20647359,1.738,1.738,6.4,1,I did not recognise the person,,255645,0,0,4.12,0,I did not recognise the person,Robert Pattinson,24041298,1.174,6.52,9.067,2,I got it right,"Cristiano Ronaldo ",623737,1.781,1.781,32.251,1,I got it right,,72336,0,0,3.68,0,I did not recognise the person,Miley Cyrus,8135890,1.427,1.427,5.836,1,I got it right,,1086479,0,0,3.5,0,I did not recognise the person,,59533,0,0,4.369,0,I did not recognise the person,Paul Mcarthney,42069,2.583,2.583,10.576,1,I did not recognise the person,,15890,0,0,3.963,0,I did not recognise the person,,21377045,0,0,3.687,0,I did not recognise the person,Robert downey Jr,4148655,1.976,1.976,11.672,1,"I recognised the person, but I could not remember their name",Ribery,3002912,1.937,1.937,5.593,1,I got it right,rachel Bilson,20647283,2.544,2.544,38.137,1,I got it right,,306724,0,0,4.289,0,I did not recognise the person,,1031515,0,0,4.592,0,"I recognised the person, but I could not remember their name",Associate's and/or Bachelor's degree,Please write your answer below:,4 years,Humanities,Netherlands,,No,,IM_b91AVV97H2Pr9m5,Good,Good,Quite good,6-7.5 hours,Quite good,1-2.5 glasses,No,No,,
2019-10-31 04:35:25,2019-10-31 04:39:24,IP Address,137.56.24.66,79,239,False,2019-10-31 08:39:25,R_3HBtYVYI9ra0j4A,,,,,,,anonymous,EN,Yes,PICAHA15,,,,,,miley cyrus,8135890,1.632,1.632,8.664,1,I got it right,,60328,0,0,12.282,0,I did not recognise the person,,5422144,0,0,2.5,0,I got it right,,162870,0,0,8.058,0,I got it right,,3747,0,0,2.133,0,I got it right,,6844407,0,0,2.97,0,I got it right,,6437759,0,0,7.182,0,I got it right,,8239846,0,0,3.274,0,I got it right,,20913246,0,0,2.238,0,I got it right,,302167,0,0,7.893,0,I did not recognise the person,,970011,0,0,4.931,0,I did not recognise the person,,21491340,0,0,4.053,0,I did not recognise the person,,66417,0,0,4.215,0,I did not recognise the person,,165507,0,0,4.334,0,I got it right,,17173785,0,0,3.596,0,I got it right,,166959,0,0,3.045,0,I got it right,,6944155,0,0,22.537,0,I got it right,,2110323,0,0,2.269,0,I got it right,,528673,0,0,7.548,0,I did not recognise the person,,93759,0,0,7.646,0,I did not recognise the person,,,,,,,,,,,,,,,,,,,
2019-10-31 10:01:51,2019-10-31 10:08:38,IP Address,83.162.255.51,100,407,True,2019-10-31 10:08:39,R_1pxpnL3oG9nTq71,,,,,51.5175933837890625,5.5167999267578125,anonymous,EN,Yes,ROYVEI08,,,,,,,7352704,0,0,1.974,0,I did not recognise the person,,165507,0,0,1.925,0,I did not recognise the person,,5013777,0,0,3.145,0,I did not recognise the person,,1600453,0,0,3.1,0,I did not recognise the person,,23005,0,0,1.634,0,I did not recognise the person,,9726633,0,0,2.244,0,I did not recognise the person,Taylor Swift,5422144,0.888,1.216,4.583,2,I got it right,,34071,0,0,1.967,0,I did not recognise the person,John Lennon,15852,18.438,18.71,21.154,2,I got it right,,3382,0,0,3.268,0,"I recognised the person, but I could not remember their name",Johnny Depp,71870,1.066,1.066,5.525,1,I got it right,,8397,0,0,1.638,0,I did not recognise the person,,45985,0,0,1.4,0,I did not recognise the person,,16152986,0,0,2.019,0,I did not recognise the person,,17173785,0,0,1.17,0,I did not recognise the person,,277721,0,0,1.75,0,I did not recognise the person,,6479315,0,0,2.026,0,"I recognised the person, but I could not remember their name",,15992,21.218,21.218,21.475,1,"I recognised the person, but I could not remember their name",,10672,0,0,2.415,0,I did not recognise the person,,21222169,0,0,1.51,0,I did not recognise the person,High School,Please write your answer below:,14,Science and Technology,Netherlands,,No,,IM_6ro6G3R8qpOI1b7,Adequate,Good,Quite good,8-9.5 hours,Quite good,Prefer not to say,No,Yes,No,"I think there should be a ""back"" button to go to the previous question, especially for the personal questions. For example, in a previous entry, I clicked on the wrong skin color and couldn't change it because the website skipped to the next question."
2019-10-31 15:16:01,2019-10-31 15:38:18,IP Address,82.169.69.46,100,1336,True,2019-10-31 15:38:18,R_Ub9vPC1RoTdgdC9,,,,,51.4365997314453125,5.4801025390625,anonymous,EN,No,,Please write your answer below:,38,Female,,No,,44463,0,0,7.634,0,I did not recognise the person,Niel Amstrong,21247,5.501,5.501,15.565,1,I got it right,,6162301,0,0,7.916,0,I did not recognise the person,,156126,0,0,4.385,0,I did not recognise the person,,180306,0,0,4.881,0,I did not recognise the person,,345792,0,0,3.395,0,I did not recognise the person,,4429395,0,0,4.561,0,I did not recognise the person,,16245,0,0,2.862,0,I did not recognise the person,,595323,0,0,4.409,0,I did not recognise the person,,101393,0,0,5.577,0,I did not recognise the person,,86665,0,0,2.315,0,I did not recognise the person,,60903,0,0,2.639,0,I did not recognise the person,,24041298,0,0,3.416,0,I did not recognise the person,kim Kadashian,19394613,7.618,7.618,20.114,1,I got it right,,604244,0,0,2.938,0,I did not recognise the person,,71870,0,0,2.51,0,I did not recognise the person,,3504698,0,0,4.019,0,I did not recognise the person,Barack Obama,534366,1.95,1.95,26.845,1,I got it right,,2095762,0,0,4.031,0,I did not recognise the person,,426381,0,0,5.101,0,I did not recognise the person,Associate's and/or Bachelor's degree,Prefer not to say,,Humanities,Netherlands,SABEMA18,Yes,up to 10 years,IM_82lNBqJuIIrbCCN,Good,Good,Adequate,6-7.5 hours,Quite good,Prefer not to say,No,No,,
